id,,Класс,Регион,Задача 1,Задача 2,Задача 3,Задача 4,Задача 5,Сумма,Статус
7507,8,Краснодарский,0,7,7,0,0,14,Участник
7729,8,Иркутская,0,7,7,0,0,14,Участник
8289,8,Новосибирская,7,7,0,0,0,14,Участник
12689,8,Курганская,0,7,0,0,7,14,Участник
13686,8,Бурятия,7,7,0,0,0,14,Участник
14239,8,Вологодская,0,7,7,0,0,14,Участник
14530,8,Челябинская,7,7,0,0,0,14,Участник
15326,8,Новосибирская,7,7,0,0,0,14,Участник
15552,8,Новосибирская,7,7,0,0,0,14,Участник
18036,8,Челябинская,0,7,7,0,0,14,Участник
18161,8,Алтайский,7,0,7,0,0,14,Участник
18171,8,Алтайский,0,7,7,0,0,14,Участник
18593,8,Новосибирская,0,7,7,0,0,14,Участник
19571,8,Саха /Якутия/,7,7,0,0,0,14,Участник
19974,8,Новосибирская,7,7,0,0,0,14,Участник
20763,8,Ямало-Ненецкий,7,7,0,0,0,14,Участник
22010,8,Курганская,0,7,7,0,0,14,Участник
22202,8,Саха /Якутия/,7,7,0,0,0,14,Участник
22612,8,Курганская,0,7,7,0,0,14,Участник
22853,8,Новосибирская,7,7,0,0,0,14,Участник
23511,8,Красноярский,0,7,7,0,0,14,Участник
25144,8,Иркутская,7,7,0,0,0,14,Участник
25668,8,Саха /Якутия/,7,5,0,0,2,14,Участник
26196,8,Тыва,7,7,0,0,0,14,Участник
26489,8,Челябинская,0,7,7,0,0,14,Участник
26864,8,Вологодская,0,7,7,0,0,14,Участник
